Entity,Code,Year,"Railways, passengers carried (million passenger-km)"
Germany,DEU,2012,88796000000
Germany,DEU,2013,89615000000
Germany,DEU,2014,90976000000
Germany,DEU,2015,91603000000
Germany,DEU,2016,94197000000
Germany,DEU,2017,95530000000
Germany,DEU,2018,98170000000
Germany,DEU,2019,102026000000
Germany,DEU,2020,58822000000
Ghana,GHA,1995,233000000
Ghana,GHA,1996,211000000
Ghana,GHA,1997,176770000
Ghana,GHA,1998,191870000
Ghana,GHA,1999,128789999.99999999
Ghana,GHA,2000,83000000
Ghana,GHA,2003,85000000
Ghana,GHA,2006,85000000
Greece,GRC,1995,1568000000
Greece,GRC,1996,1751000000
Greece,GRC,1997,1812000000
Greece,GRC,1998,1551000000
Greece,GRC,1999,1882000000
Greece,GRC,2000,1628000000
Greece,GRC,2001,1797000000
Greece,GRC,2002,1836000000
Greece,GRC,2003,1574000000
Greece,GRC,2004,1669000000
Greece,GRC,2005,1854000000
Greece,GRC,2006,1811000000
Greece,GRC,2007,1930000000
Greece,GRC,2008,1657000000
Greece,GRC,2009,1414000000
Greece,GRC,2010,1337000000
Greece,GRC,2011,958000000
Greece,GRC,2012,832000000
Greece,GRC,2013,755000000
Greece,GRC,2014,1072000000
Greece,GRC,2015,1263000000
Greece,GRC,2016,1192000000
Greece,GRC,2017,1109000000
Greece,GRC,2018,1104000000
Greece,GRC,2019,1252000000
Greece,GRC,2020,640000000
Greece,GRC,2021,653000000
High-income countries,,1995,6795000000
High-income countries,,1996,6870500000
High-income countries,,1997,7001000000
High-income countries,,1998,7057500000
High-income countries,,1999,7155500000
High-income countries,,2000,7527500000
High-income countries,,2001,7667500000
High-income countries,,2002,7428500000
High-income countries,,2003,7383500000
High-income countries,,2004,7442500000
High-income countries,,2005,7985000000
High-income countries,,2006,8092000000
High-income countries,,2007,7476000000
High-income countries,,2008,7625500000
High-income countries,,2009,8073000000
High-income countries,,2010,6591000000
High-income countries,,2011,7348000000
High-income countries,,2012,7535500000
High-income countries,,2013,7722000000
High-income countries,,2014,7738000000
High-income countries,,2015,7609161000
High-income countries,,2016,7653455000
High-income countries,,2017,6623000000
High-income countries,,2018,6560000000
High-income countries,,2019,7751606000
High-income countries,,2020,4854225000
High-income countries,,2021,2907500000
Hungary,HUN,1995,8336000000
Hungary,HUN,1996,8582000000
Hungary,HUN,1997,8672000000
Hungary,HUN,1998,8884000000
Hungary,HUN,1999,9514000000
Hungary,HUN,2000,9693000000
Hungary,HUN,2001,10005000000
Hungary,HUN,2002,10531000000
Hungary,HUN,2003,10286000000
Hungary,HUN,2004,10544000000
Hungary,HUN,2005,9880000000
Hungary,HUN,2006,9584000000
Hungary,HUN,2007,8752000000
Hungary,HUN,2008,8293000000
Hungary,HUN,2009,8073000000
Hungary,HUN,2010,7692000000
Hungary,HUN,2011,7806000000
Hungary,HUN,2012,7806000000
Hungary,HUN,2013,7843000000
Hungary,HUN,2014,7738000000
Hungary,HUN,2015,7609161000
Hungary,HUN,2016,7653455000
Hungary,HUN,2017,7730982000
Hungary,HUN,2018,7769560000
Hungary,HUN,2019,7751606000
Hungary,HUN,2020,4854225000
Hungary,HUN,2021,5435389000
India,IND,1995,319365000000
India,IND,1996,341999000000
India,IND,1997,357013000000
India,IND,1998,379897000000
India,IND,1999,403884000000
India,IND,2000,430666000000
India,IND,2001,457022000000
India,IND,2002,493489000000
India,IND,2003,515044000000
India,IND,2004,541208000000
India,IND,2005,575702000000
India,IND,2006,615634000000
India,IND,2007,694764000000
India,IND,2008,769956000000
India,IND,2009,838032000000
India,IND,2010,903465000000
India,IND,2011,978508000000
India,IND,2012,1046522000000
India,IND,2013,1046522000000
India,IND,2014,1140412000000
India,IND,2015,1147190000000
India,IND,2016,1143039000000
India,IND,2017,1149835000000
India,IND,2018,1177699000000
India,IND,2019,1157174000000
India,IND,2020,1050738000000
India,IND,2021,231126000000
Indonesia,IDN,2000,19228000000
Indonesia,IDN,2001,18270000000
Indonesia,IDN,2002,16329000000
Indonesia,IDN,2003,15031000000
Indonesia,IDN,2004,14777000000
Indonesia,IDN,2005,14345000000
Indonesia,IDN,2006,15579000000
Indonesia,IDN,2007,15872000000
Indonesia,IDN,2008,17937000000
Indonesia,IDN,2009,19779000000
Indonesia,IDN,2010,20340000000
Indonesia,IDN,2011,19024000000
Indonesia,IDN,2012,17154000000
Indonesia,IDN,2013,16926000000
Indonesia,IDN,2014,20396000000
Indonesia,IDN,2015,22296000000
Indonesia,IDN,2016,21636000000
Indonesia,IDN,2017,15558000000
Indonesia,IDN,2018,16932000000
Indonesia,IDN,2019,29066000000
Iran,IRN,1995,7294000000
Iran,IRN,1996,7044000000
Iran,IRN,1997,6103000000
Iran,IRN,1998,5631000000
Iran,IRN,1999,6451000000
Iran,IRN,2000,7119000000
Iran,IRN,2001,8043000000
Iran,IRN,2002,8582000000
Iran,IRN,2003,9314000000
Iran,IRN,2004,10012000000
Iran,IRN,2005,11149000000
Iran,IRN,2006,12549000000
Iran,IRN,2007,13900000000
Iran,IRN,2008,15312000000
Iran,IRN,2009,16814000000
Iran,IRN,2010,17611000000
Iran,IRN,2011,17877000000
Iran,IRN,2012,17172000000
Iran,IRN,2013,17409000000
Iran,IRN,2014,16272000000
Iran,IRN,2015,14938000000
Iran,IRN,2016,12982000000
Iran,IRN,2017,13270000000
Iran,IRN,2018,15239000000
Iran,IRN,2019,14875000000
Iran,IRN,2020,5170000000
Iran,IRN,2021,11231000000
Iraq,IRQ,1995,2198000000
Iraq,IRQ,1996,1169000000
Iraq,IRQ,1997,1196000000
Iraq,IRQ,1998,821000000
Iraq,IRQ,1999,500000000
Iraq,IRQ,2000,379000000
Iraq,IRQ,2001,458000000
Iraq,IRQ,2002,570760000
Iraq,IRQ,2004,21400000
Iraq,IRQ,2005,24130000
Iraq,IRQ,2006,61000000
Iraq,IRQ,2008,53694000
Iraq,IRQ,2010,99683000
Ireland,IRL,1995,1291000000
Ireland,IRL,1996,1295000000
Ireland,IRL,1997,1387000000
Ireland,IRL,1998,1421000000
Ireland,IRL,1999,1458000000
Ireland,IRL,2000,1389000000
Ireland,IRL,2001,1515000000
Ireland,IRL,2002,1628000000
Ireland,IRL,2003,1601000000
Ireland,IRL,2004,1582000000
Ireland,IRL,2005,1781000000
Ireland,IRL,2006,1872000000
Ireland,IRL,2007,2007000000
Ireland,IRL,2008,1976000000
Ireland,IRL,2009,1683000000
Ireland,IRL,2010,1678000000
Ireland,IRL,2011,1638000000
Ireland,IRL,2012,1578000000
Ireland,IRL,2013,1592000000
Ireland,IRL,2014,1863000000
Ireland,IRL,2015,1917000000
Ireland,IRL,2016,1990000000
Ireland,IRL,2017,2121000000
Ireland,IRL,2018,2281000000
Ireland,IRL,2019,2399000000
Ireland,IRL,2020,834000000
Ireland,IRL,2021,870000000
Israel,ISR,1995,267000000
Israel,ISR,1996,294000000
Israel,ISR,1997,346000000
Israel,ISR,1998,383000000
Israel,ISR,1999,529000000
Israel,ISR,2000,781500000
Israel,ISR,2001,960700000
Israel,ISR,2002,1116000000
Israel,ISR,2003,1278300000
Israel,ISR,2004,1422900000
Israel,ISR,2005,1617800000
Israel,ISR,2006,1609000000
Israel,ISR,2007,1834100000
Israel,ISR,2008,1968500000
Israel,ISR,2009,2011500000
Israel,ISR,2010,1986300000
Israel,ISR,2011,1926900000
Israel,ISR,2012,2133400000
Israel,ISR,2013,2376200000
Israel,ISR,2014,2485200000
Israel,ISR,2015,2608100000
Israel,ISR,2016,2644700000
Israel,ISR,2017,2765200000
Israel,ISR,2018,3031760000
Israel,ISR,2019,3579900000
Israel,ISR,2020,1252900000
Israel,ISR,2021,1956000000
Italy,ITA,1995,43859000000
Italy,ITA,1996,44782000000
Italy,ITA,1997,43591000000
Italy,ITA,1998,41392000000
Italy,ITA,1999,43424000000
Italy,ITA,2000,47133000000
Italy,ITA,2001,46752000000
Italy,ITA,2002,45956000000
Italy,ITA,2003,45222000000
Italy,ITA,2004,49254000000
Italy,ITA,2005,50088000000
Italy,ITA,2006,50185000000
Italy,ITA,2007,49780000000
Italy,ITA,2008,49524000000
Italy,ITA,2009,48124000000
Italy,ITA,2010,47172000000
Italy,ITA,2011,46845000000
Italy,ITA,2012,46759000000
Italy,ITA,2013,48739000000
Italy,ITA,2014,49957000000
Italy,ITA,2015,52207000000
Italy,ITA,2016,52178000000
Italy,ITA,2017,53231000000
Italy,ITA,2018,55493000000
Italy,ITA,2019,56586000000
Italy,ITA,2020,22269000000
Italy,ITA,2021,27693000000
Japan,JPN,1995,400084000000
Japan,JPN,1996,402156000000
Japan,JPN,1997,395278000000
Japan,JPN,1998,388917000000
Japan,JPN,1999,385098000000
Japan,JPN,2000,384287000000
Japan,JPN,2001,385402000000
Japan,JPN,2002,382239000000
Japan,JPN,2003,385012000000
Japan,JPN,2004,385163000000
Japan,JPN,2005,391215000000
Japan,JPN,2006,395908000000
Japan,JPN,2007,405544000000
Japan,JPN,2008,404585000000
Japan,JPN,2009,393765000000
Japan,JPN,2010,393466000000
Japan,JPN,2011,395067000000
Japan,JPN,2012,404396000000
Japan,JPN,2013,414387000000
Japan,JPN,2014,413970000000
Japan,JPN,2015,427486000000
Japan,JPN,2016,431799000000
Japan,JPN,2017,437363000000
Japan,JPN,2018,441614000000
Japan,JPN,2019,435063000000
Japan,JPN,2020,263211000000
Jordan,JOR,2002,1166301
Jordan,JOR,2003,1279700
Jordan,JOR,2004,1600000
Jordan,JOR,2005,1569000
Jordan,JOR,2008,387000
Jordan,JOR,2010,503537000
Kazakhstan,KAZ,1995,13159000000
Kazakhstan,KAZ,1996,14188000000
Kazakhstan,KAZ,1997,12801000000
Kazakhstan,KAZ,1998,10668000000
Kazakhstan,KAZ,1999,8859000000
Kazakhstan,KAZ,2007,14587400000
Kazakhstan,KAZ,2008,14130500000
Kazakhstan,KAZ,2009,14519900000
Kazakhstan,KAZ,2010,15799700000
Kazakhstan,KAZ,2011,16482800000
Kazakhstan,KAZ,2012,19081100000
Kazakhstan,KAZ,2013,20619000000
Kazakhstan,KAZ,2014,23750500000
Kazakhstan,KAZ,2015,21614800000
Kazakhstan,KAZ,2016,17321800000
Kazakhstan,KAZ,2017,17961500000
Kazakhstan,KAZ,2018,18509500000
Kazakhstan,KAZ,2019,17700000000
Kazakhstan,KAZ,2020,8649300000
Kenya,KEN,1995,408000000
Kenya,KEN,1996,384000000
Kenya,KEN,1997,393000000
Kenya,KEN,1998,346800000
Kenya,KEN,1999,302000000
Kenya,KEN,2000,158700000
Kenya,KEN,2001,166200000
Kenya,KEN,2002,288000000
Kenya,KEN,2004,226000000
Kenya,KEN,2007,109240000
Kyrgyzstan,KGZ,1995,87000000
Kyrgyzstan,KGZ,1996,92000000
Kyrgyzstan,KGZ,1997,93000000
Kyrgyzstan,KGZ,1998,59000000
Kyrgyzstan,KGZ,1999,31000000
Kyrgyzstan,KGZ,2000,44000000
Kyrgyzstan,KGZ,2001,50000000
Kyrgyzstan,KGZ,2002,43000000
Kyrgyzstan,KGZ,2003,50000000
Kyrgyzstan,KGZ,2004,45000000
Kyrgyzstan,KGZ,2006,60300000
Kyrgyzstan,KGZ,2007,59900000
Kyrgyzstan,KGZ,2008,90200000
Kyrgyzstan,KGZ,2009,106100000
Kyrgyzstan,KGZ,2010,98700000
Kyrgyzstan,KGZ,2011,82800000
Kyrgyzstan,KGZ,2012,75800000
Kyrgyzstan,KGZ,2015,41000000
Kyrgyzstan,KGZ,2016,40800000
Kyrgyzstan,KGZ,2017,43000000
Kyrgyzstan,KGZ,2018,35000000
Kyrgyzstan,KGZ,2019,37100000
Kyrgyzstan,KGZ,2020,6800000
Kyrgyzstan,KGZ,2021,21000000
Latvia,LVA,1995,1373000000
Latvia,LVA,1996,1182000000
Latvia,LVA,1997,1148000000
Latvia,LVA,1998,1059000000
Latvia,LVA,1999,984000000
Latvia,LVA,2000,715000000
Latvia,LVA,2001,706000000
Latvia,LVA,2002,744000000
Latvia,LVA,2003,762000000
Latvia,LVA,2004,811000000
Latvia,LVA,2005,894000000
Latvia,LVA,2006,992000000
Latvia,LVA,2007,983000000
Latvia,LVA,2008,951000000
Latvia,LVA,2009,756000000
Latvia,LVA,2010,749000000
Latvia,LVA,2011,741000000
Latvia,LVA,2012,725000000
Latvia,LVA,2013,729000000
Latvia,LVA,2014,649000000
Latvia,LVA,2015,591000000
Latvia,LVA,2016,584000000
Latvia,LVA,2017,596000000
Latvia,LVA,2018,624000000
Latvia,LVA,2019,643000000
Latvia,LVA,2020,413000000
Latvia,LVA,2021,360800000
Lithuania,LTU,1995,1130000000
Lithuania,LTU,1996,954000000
Lithuania,LTU,1997,842000000
Lithuania,LTU,1998,800000000
Lithuania,LTU,1999,745000000
Lithuania,LTU,2000,611000000
Lithuania,LTU,2001,533000000
Lithuania,LTU,2002,498000000
Lithuania,LTU,2003,432000000
Lithuania,LTU,2004,443000000
Lithuania,LTU,2005,428000000
Lithuania,LTU,2006,431000000
Lithuania,LTU,2007,409000000
Lithuania,LTU,2008,398000000
Lithuania,LTU,2009,357000000
Lithuania,LTU,2010,373000000
Lithuania,LTU,2011,389000000
Lithuania,LTU,2012,403000000
Lithuania,LTU,2013,391000000
Lithuania,LTU,2014,373000000
Lithuania,LTU,2015,361000000
Lithuania,LTU,2016,396000000
Lithuania,LTU,2017,424000000
Lithuania,LTU,2018,468000000
Lithuania,LTU,2019,479000000
Lithuania,LTU,2020,260000000
Lithuania,LTU,2021,329000000
Lower-middle-income countries,,1995,996000000
Lower-middle-income countries,,1996,744000000
Lower-middle-income countries,,1997,718000000
Lower-middle-income countries,,1998,982000000
Lower-middle-income countries,,1999,1013000000
Lower-middle-income countries,,2000,1142000000
Lower-middle-income countries,,2001,1176500000
Lower-middle-income countries,,2002,1013934000
Lower-middle-income countries,,2003,964000000
Lower-middle-income countries,,2004,1228000000
Luxembourg,LUX,1995,286000000
Luxembourg,LUX,1996,284000000
Luxembourg,LUX,1997,295000000
Luxembourg,LUX,1998,300000000
Luxembourg,LUX,1999,310000000
Luxembourg,LUX,2000,332000000
Luxembourg,LUX,2001,346000000
Luxembourg,LUX,2002,268000000
Luxembourg,LUX,2003,262000000
Luxembourg,LUX,2004,266000000
Luxembourg,LUX,2005,272000000
Luxembourg,LUX,2006,298000000
Luxembourg,LUX,2007,316000000
Luxembourg,LUX,2008,345000000
Luxembourg,LUX,2009,333000000
Luxembourg,LUX,2010,347000000
Luxembourg,LUX,2011,349000000
Luxembourg,LUX,2012,373000000
Luxembourg,LUX,2013,394000000
Luxembourg,LUX,2014,409000000
Luxembourg,LUX,2015,418000000
Luxembourg,LUX,2016,418000000
Luxembourg,LUX,2017,438000000
Luxembourg,LUX,2018,442000000
Luxembourg,LUX,2019,463000000
Luxembourg,LUX,2020,269000000
Luxembourg,LUX,2021,304000000
Madagascar,MDG,1995,57000000
Madagascar,MDG,1996,46000000
Madagascar,MDG,1997,49000000
Madagascar,MDG,1998,45000000
Madagascar,MDG,1999,30584000
Madagascar,MDG,2000,24000000
Madagascar,MDG,2001,10000000
Madagascar,MDG,2002,10000000
Madagascar,MDG,2007,10000000
Malawi,MWI,2007,44000000
Malaysia,MYS,1995,1270000000
Malaysia,MYS,1996,1370000000
Malaysia,MYS,1997,1492000000
Malaysia,MYS,1998,1397000000
Malaysia,MYS,1999,1316000000
Malaysia,MYS,2000,1220000000
Malaysia,MYS,2001,1181000000
Malaysia,MYS,2002,2256000000
Malaysia,MYS,2003,1931000000
Malaysia,MYS,2004,1931000000
Malaysia,MYS,2005,2152000000
Malaysia,MYS,2006,2120000000
Malaysia,MYS,2007,2193000000
Malaysia,MYS,2008,2268000000
Malaysia,MYS,2009,2346450000
Malaysia,MYS,2010,2414880000
Malaysia,MYS,2011,2497000000
Malaysia,MYS,2012,2321358600
Malaysia,MYS,2013,2413241500
Malaysia,MYS,2014,1985694300
Malaysia,MYS,2015,1964330200
Malaysia,MYS,2016,2344190200
Malaysia,MYS,2017,2468088100
Malaysia,MYS,2018,2317063200
Malaysia,MYS,2019,2200050300
Malaysia,MYS,2020,929341060
Mali,MLI,1995,254241530
Mali,MLI,1996,189109130
Mali,MLI,1997,223188020
Mali,MLI,1998,218199690
Mali,MLI,1999,210400000
Mali,MLI,2000,201400000
Mali,MLI,2001,208000000
Mali,MLI,2002,196300000
Mauritania,MRT,2007,47450000
Mauritania,MRT,2008,47000000
Mexico,MEX,1995,1899000000
Mexico,MEX,1996,1799000000
Mexico,MEX,1997,1508000000
Mexico,MEX,1998,460000000
Mexico,MEX,1999,254000000
Mexico,MEX,2000,82000000
Mexico,MEX,2001,67000000
Mexico,MEX,2002,69000000
Mexico,MEX,2003,78000000
Mexico,MEX,2004,74000000
Mexico,MEX,2005,73000000
Mexico,MEX,2006,76000000
Mexico,MEX,2007,84000000
Mexico,MEX,2008,178000000
Mexico,MEX,2009,449000000
Mexico,MEX,2010,843000000
Mexico,MEX,2011,891000000
Mexico,MEX,2012,970000000
Mexico,MEX,2013,1036000000
Mexico,MEX,2014,1150000000
Mexico,MEX,2015,1411000000
Mexico,MEX,2016,1481000000
Mexico,MEX,2017,1550000000
Mexico,MEX,2018,1591000000
Mexico,MEX,2019,1571000000
Mexico,MEX,2020,523000000
Mexico,MEX,2021,466000000
Middle East and North Africa (WB),,1995,1564000000
Middle East and North Africa (WB),,1996,1169000000
Middle East and North Africa (WB),,1997,1196000000
Middle East and North Africa (WB),,1998,1136000000
Middle East and North Africa (WB),,1999,1069000000
Middle East and North Africa (WB),,2000,1142000000
Middle East and North Africa (WB),,2001,981000000
Middle East and North Africa (WB),,2002,1035434000
Middle East and North Africa (WB),,2004,1122000000
Middle East and North Africa (WB),,2005,1123000000
Middle East and North Africa (WB),,2006,1407000000
Middle East and North Africa (WB),,2008,1306510500
Middle-income countries,,1995,1680500000
Middle-income countries,,1996,1169000000
Middle-income countries,,1997,1027000000
Middle-income countries,,1998,901500000
Middle-income countries,,1999,745000000
Middle-income countries,,2000,1106000000
Middle-income countries,,2001,1059500000
Middle-income countries,,2002,954868000
Middle-income countries,,2003,886500000
Middle-income countries,,2004,975500000
Middle-income countries,,2005,1154000000
Middle-income countries,,2007,1528500000
Moldova,MDA,1995,1019000000
Moldova,MDA,1996,882000000
Moldova,MDA,1997,789000000
Moldova,MDA,1998,656000000
Moldova,MDA,1999,343000000
Moldova,MDA,2000,315000000
Moldova,MDA,2001,325000000
Moldova,MDA,2002,355000000
Moldova,MDA,2003,352000000
Moldova,MDA,2004,346000000
Moldova,MDA,2005,355000000
Moldova,MDA,2006,471000000
Moldova,MDA,2007,468000000
Moldova,MDA,2008,486000000
Moldova,MDA,2009,423000000
Moldova,MDA,2010,399000000
Moldova,MDA,2011,363000000
Moldova,MDA,2012,347000000
Moldova,MDA,2013,330000000
Moldova,MDA,2014,257000000
Moldova,MDA,2015,181000000
Moldova,MDA,2016,122000000
Moldova,MDA,2017,99000000
Moldova,MDA,2018,94600000
Moldova,MDA,2019,74100000
Moldova,MDA,2020,29190000
Moldova,MDA,2021,23300000
Mongolia,MNG,1995,680000000
Mongolia,MNG,1996,744000000
Mongolia,MNG,1997,957000000
Mongolia,MNG,1998,982000000
Mongolia,MNG,1999,1013000000
Mongolia,MNG,2000,1070000000
Mongolia,MNG,2001,1072000000
Mongolia,MNG,2002,1073000000
Mongolia,MNG,2003,1039000000
Mongolia,MNG,2004,1228000000
Mongolia,MNG,2006,1288500000
Mongolia,MNG,2007,1406000000
Mongolia,MNG,2008,1400000000
Mongolia,MNG,2009,1008000000
Mongolia,MNG,2010,1220000000
Mongolia,MNG,2011,1399000000
Mongolia,MNG,2012,1485000000
Mongolia,MNG,2013,1394000000
Mongolia,MNG,2014,1194500000
Mongolia,MNG,2015,996740000
Mongolia,MNG,2016,956000000
Mongolia,MNG,2017,973000000
Mongolia,MNG,2019,1112000000
Mongolia,MNG,2020,580000000
Mongolia,MNG,2021,91000000
Montenegro,MNE,2001,215000000
Montenegro,MNE,2002,192000000
Montenegro,MNE,2003,192000000
Montenegro,MNE,2004,164000000
Montenegro,MNE,2005,122000000
Montenegro,MNE,2006,108000000
Montenegro,MNE,2007,121881000
Montenegro,MNE,2008,101127000
Montenegro,MNE,2009,99000000
Montenegro,MNE,2010,90700000
Montenegro,MNE,2011,65099999.99999999
Montenegro,MNE,2012,62000000
Montenegro,MNE,2013,73400000
Montenegro,MNE,2014,76140000
Montenegro,MNE,2015,80600000
Montenegro,MNE,2016,83900000
Montenegro,MNE,2017,59900000
Montenegro,MNE,2018,66700000
Montenegro,MNE,2019,66500000
Montenegro,MNE,2020,27800000
Morocco,MAR,1995,1564000000
Morocco,MAR,1996,1776000000
Morocco,MAR,1997,1856000000
Morocco,MAR,1998,1875000000
Morocco,MAR,1999,1880000000
Morocco,MAR,2000,1956000000
Morocco,MAR,2001,2019000000
Morocco,MAR,2002,2145000000
Morocco,MAR,2003,2374000000
Morocco,MAR,2004,2644000000
Morocco,MAR,2005,2987000000
Morocco,MAR,2006,3333000000
Morocco,MAR,2007,3659000000
Morocco,MAR,2008,3820000000
Morocco,MAR,2009,4190000000
Morocco,MAR,2010,4398000000
Morocco,MAR,2011,4819000000
Morocco,MAR,2012,5114000000
Morocco,MAR,2013,5397000000
Morocco,MAR,2014,5449000000
Morocco,MAR,2015,5507000000
Morocco,MAR,2016,5208000000
Morocco,MAR,2017,4923000000
Morocco,MAR,2018,4475000000
Morocco,MAR,2019,4803000000
Morocco,MAR,2020,2409000000
Morocco,MAR,2021,4464000000
Mozambique,MOZ,1995,312000000
Mozambique,MOZ,1996,326000000
Mozambique,MOZ,1997,403000000
Mozambique,MOZ,1998,155000000
Mozambique,MOZ,1999,129000000
Mozambique,MOZ,2000,142000000
Mozambique,MOZ,2001,142000000
Mozambique,MOZ,2002,138000000
Mozambique,MOZ,2003,167000000
Mozambique,MOZ,2005,172200000
Mozambique,MOZ,2006,346700000
Mozambique,MOZ,2007,102300000
Mozambique,MOZ,2008,113600000
Mozambique,MOZ,2009,164000000
Mozambique,MOZ,2010,239400000
Mozambique,MOZ,2011,246800000
Myanmar,MMR,1995,4178000000
Myanmar,MMR,1996,4294000000
Myanmar,MMR,1997,3784000000
Myanmar,MMR,1998,3948000000
Myanmar,MMR,1999,4112000000
Myanmar,MMR,2000,4451000000
Myanmar,MMR,2001,4447000000
Myanmar,MMR,2002,4804000000
Myanmar,MMR,2003,4284000000
Myanmar,MMR,2004,4163000000
Netherlands,NLD,1995,13000000000
Netherlands,NLD,1996,13100000000
Netherlands,NLD,1997,14200000000
Netherlands,NLD,1998,14900000000
Netherlands,NLD,1999,15000000000
Netherlands,NLD,2000,15400000000
Netherlands,NLD,2001,15500000000
Netherlands,NLD,2002,15500000000
Netherlands,NLD,2003,14500000000
Netherlands,NLD,2004,14079000000
Netherlands,NLD,2005,14730000000
Netherlands,NLD,2006,15889000000
Netherlands,NLD,2007,15546000000
Netherlands,NLD,2008,15313000000
Netherlands,NLD,2009,15400000000
Netherlands,NLD,2010,14600000000
Netherlands,NLD,2011,16500000000
Netherlands,NLD,2012,16100000000
Netherlands,NLD,2013,17700000000
Netherlands,NLD,2014,16200000000
Netherlands,NLD,2015,15800000000
Netherlands,NLD,2016,16900000000
Netherlands,NLD,2017,17800000000
Netherlands,NLD,2018,22600000000
Netherlands,NLD,2019,19400000000
Netherlands,NLD,2020,9200000000
Netherlands,NLD,2021,10900000000
New Zealand,NZL,1995,366000000
New Zealand,NZL,1996,378000000
New Zealand,NZL,1997,396000000
New Zealand,NZL,1998,321000000
New Zealand,NZL,2017,544540000
New Zealand,NZL,2018,743270000
New Zealand,NZL,2019,776560000
New Zealand,NZL,2020,802034550
Nigeria,NGA,1997,479000000
Nigeria,NGA,2002,593000000
Nigeria,NGA,2003,973000000
Nigeria,NGA,2004,493825000
Nigeria,NGA,2005,173632000
North America (WB),,1995,11730599000
North America (WB),,1996,11638305000
North America (WB),,1997,12093179000
North America (WB),,1998,12479695000
North America (WB),,1999,12704338000
North America (WB),,2000,13762641000
North America (WB),,2001,13375548000
North America (WB),,2002,13002812000
North America (WB),,2003,13238536000
North America (WB),,2004,13094781000
North America (WB),,2005,13435796000
North America (WB),,2006,14373216000
North America (WB),,2007,15905453000
North America (WB),,2008,16858703000.000002
North America (WB),,2009,16159966000
North America (WB),,2010,16637836000
North America (WB),,2011,16991756000.000002
North America (WB),,2012,17750850000
North America (WB),,2013,18706053000
North America (WB),,2014,18860053000
North America (WB),,2015,18696438000
North America (WB),,2016,18650078000
North America (WB),,2017,17395000000
North America (WB),,2018,16746500000
North America (WB),,2019,17107000000
North America (WB),,2020,6344500000
North America (WB),,2021,536000000
North Macedonia,MKD,1995,65000000
North Macedonia,MKD,1996,120000000
North Macedonia,MKD,1997,141000000
North Macedonia,MKD,1998,150000000
North Macedonia,MKD,1999,150000000
North Macedonia,MKD,2000,176000000
North Macedonia,MKD,2001,133000000
North Macedonia,MKD,2002,98000000
North Macedonia,MKD,2003,92000000
North Macedonia,MKD,2004,94000000
North Macedonia,MKD,2005,94000000
North Macedonia,MKD,2006,105000000
North Macedonia,MKD,2007,109000000
North Macedonia,MKD,2008,148000000
North Macedonia,MKD,2009,154000000
North Macedonia,MKD,2010,155000000
North Macedonia,MKD,2011,145000000
North Macedonia,MKD,2012,99000000
North Macedonia,MKD,2013,80000000
North Macedonia,MKD,2014,80000000
North Macedonia,MKD,2015,178000000
North Macedonia,MKD,2016,83000000
North Macedonia,MKD,2017,59000000
North Macedonia,MKD,2018,64000000
North Macedonia,MKD,2019,62000000
North Macedonia,MKD,2020,25000000
North Macedonia,MKD,2021,25348251
Norway,NOR,1995,2681000000
Norway,NOR,1996,2803000000
Norway,NOR,1997,2941000000
Norway,NOR,1998,3071000000
Norway,NOR,1999,3416000000
Norway,NOR,2000,3353000000
Norway,NOR,2001,3272000000
Norway,NOR,2002,2989000000
Norway,NOR,2003,2896000000
Norway,NOR,2004,2683457800
Norway,NOR,2005,2723402600
Norway,NOR,2006,2832391600
Norway,NOR,2007,2957955300
Norway,NOR,2008,3106985800
Norway,NOR,2009,3080143800
Norway,NOR,2010,3134383500
Norway,NOR,2011,3075974000
Norway,NOR,2012,3091569300
Norway,NOR,2013,3260000000
Norway,NOR,2014,3440000000
Norway,NOR,2015,3555000000
Norway,NOR,2016,3695000000
Norway,NOR,2017,3584000000
Norway,NOR,2018,3722000000
Norway,NOR,2019,3715000000
Norway,NOR,2020,1804000000
Norway,NOR,2021,1780000000
Pakistan,PAK,1995,17555000000
Pakistan,PAK,1996,18905000000
Pakistan,PAK,1997,19114000000
Pakistan,PAK,1998,18774000000
Pakistan,PAK,1999,18980000000
Pakistan,PAK,2000,18495000000
Pakistan,PAK,2001,19589000000
Pakistan,PAK,2002,20782000000
Pakistan,PAK,2003,22306000000
Pakistan,PAK,2004,23045000000
Pakistan,PAK,2005,24238000000
Pakistan,PAK,2006,25621000000
Pakistan,PAK,2007,26446000000
Pakistan,PAK,2008,24731000000
Pakistan,PAK,2011,20619000000
Pakistan,PAK,2014,19779000000
Pakistan,PAK,2015,20288000000
Pakistan,PAK,2016,21201000000
Pakistan,PAK,2017,22476000000
Pakistan,PAK,2018,24903000000
Peru,PER,1996,172480000
Peru,PER,1997,159190000
Peru,PER,1998,127000000
Philippines,PHL,1995,220000000
Philippines,PHL,1996,123500000
Philippines,PHL,1997,214600000
Philippines,PHL,1998,247000000
Philippines,PHL,1999,215000000
Philippines,PHL,2000,123000000
Philippines,PHL,2001,107000000
Philippines,PHL,2002,93000000
Philippines,PHL,2003,83000000
Philippines,PHL,2004,83000000
Philippines,PHL,2015,342000000
Philippines,PHL,2016,384000000
Poland,POL,1995,26635000000
Poland,POL,1996,26569000000
Poland,POL,1997,25806000000
Poland,POL,1998,25664000000
